# mode	english	candidate	weight	comment
jp	take	学ぶ	898	~(まなぶ)
jp	take	學ぶ	898	~(まなぶ)
jp	lessons	学ぶ	898	~(まなぶ)
jp	lessons	學ぶ	898	~(まなぶ)
jp	to-take-lessons-in	学ぶ	898	~(まなぶ)
jp	to-take-lessons-in	學ぶ	898	~(まなぶ)
jp	degree	学位	899	~(がくい)
jp	thesis	学位論文	899	~(がくいろんぶん)
jp	institute	学院	899	~(がくいん)
jp	institute	學院	899	~(がくいん)
jp	educational	学園	899	~(がくえん)
jp	educational	學園	899	~(がくえん)
jp	institution	学園	899	~(がくえん)
jp	institution	學園	899	~(がくえん)
jp	educational-institution	学園	899	~(がくえん)
jp	educational-institution	學園	899	~(がくえん)
jp	academy	学園	898	~(がくえん)
jp	academy	學園	898	~(がくえん)
jp	school	学園祭	899	~(がくえんさい)
jp	festival	学園祭	899	~(がくえんさい)
jp	school-festival	学園祭	899	~(がくえんさい)
jp	subject	学科	899	~(がっか)
jp	department	学科	898	~(がっか)
jp	lesson	学課	899	~(がっか)
jp	learned	学会	899	~(がっかい)
jp	society	学会	899	~(がっかい)
jp	learned-society	学会	899	~(がっかい)
jp	academy	学会	898	~(がっかい)
jp	academic	学会	897	~(がっかい)
jp	conference	学会	897	~(がっかい)
jp	academic-conference	学会	897	~(がっかい)
jp	academic	学界	899	~(がっかい)
jp	world	学界	899	~(がっかい)
jp	academic-world	学界	899	~(がっかい)
jp	circles	学界	898	~(がっかい)
jp	academic-circles	学界	898	~(がっかい)
jp	learned	学界	897	~(がっかい)
jp	learned-circles	学界	897	~(がっかい)
jp	student	学割	899	~(がくわり)
jp	student	学割り	899	~(がくわり)
jp	discount	学割	899	~(がくわり)
jp	discount	学割り	899	~(がくわり)
jp	student-discount	学割	899	~(がくわり)
jp	student-discount	学割り	899	~(がくわり)
jp	dean	学監	899	~(がっかん)
jp	school	学期	899	~(がっき)
jp	term	学期	899	~(がっき)
jp	school-term	学期	899	~(がっき)
jp	end	学期末	899	~(がっきまつ)
jp	term	学期末	899	~(がっきまつ)
jp	end-of-term	学期末	899	~(がっきまつ)
jp	scholar	学究	899	~(がっきゅう)
jp	class	学級	899	~(がっきゅう)
jp	study	学協会	899	~(がくきょうかい)
jp	society	学協会	899	~(がくきょうかい)
jp	study-society	学協会	899	~(がくきょうかい)
jp	studies	学業	899	~(がくぎょう)
jp	classwork	学業	898	~(がくぎょう)
jp	school	学区	899	~(がっく)
jp	district	学区	899	~(がっく)
jp	school-district	学区	899	~(がっく)
jp	arts	学芸	899	~(がくげい)
jp	sciences	学芸	899	~(がくげい)
jp	arts-and-sciences	学芸	899	~(がくげい)
jp	school	学校	899	~(がっこう)
jp	school	學校	899	~(がっこう)
jp	school	学祭	899	~(がくさい)
jp	festival	学祭	899	~(がくさい)
jp	school-festival	学祭	899	~(がくさい)
jp	interdisciplinary	学際的	899	~(がくさいてき)
jp	university	学士	899	~(がくし)
jp	graduate	学士	899	~(がくし)
jp	university-graduate	学士	899	~(がくし)
jp	bachelor's	学士	898	~(がくし)
jp	degree	学士	898	~(がくし)
jp	bachelor's-degree	学士	898	~(がくし)
jp	school	学資	899	~(がくし)
jp	expenses	学資	899	~(がくし)
jp	school-expenses	学資	899	~(がくし)
jp	scholarship	学識	899	~(がくしき)
jp	school	学舎	899	~(がくしゃ)
jp	scholar	学者	899	~(がくしゃ)
jp	scientist	学者	898	~(がくしゃ)
jp	learned	学者	897	~(がくしゃ)
jp	person	学者	897	~(がくしゃ)
jp	learned-person	学者	897	~(がくしゃ)
jp	scholarly	学者肌	899	~(がくしゃはだ)
jp	scholarly	学者膚	899	~(がくしゃはだ)
jp	bent	学者肌	899	~(がくしゃはだ)
jp	bent	学者膚	899	~(がくしゃはだ)
jp	mind	学者肌	899	~(がくしゃはだ)
jp	mind	学者膚	899	~(がくしゃはだ)
jp	scholarly-bent-of-mind	学者肌	899	~(がくしゃはだ)
jp	scholarly-bent-of-mind	学者膚	899	~(がくしゃはだ)
jp	learning	学習	899	~(がくしゅう)
jp	learning	學習	899	~(がくしゅう)
jp	learner	学習者	899	~(がくしゅうしゃ)
jp	scholar	学習者	898	~(がくしゅうしゃ)
jp	cram	学習塾	899	~(がくしゅうじゅく)
jp	school	学習塾	899	~(がくしゅうじゅく)
jp	cram-school	学習塾	899	~(がくしゅうじゅく)
jp	study	学習用	899	~(がくしゅうよう)
jp	studying	学習用	898	~(がくしゅうよう)
jp	for-studying	学習用	898	~(がくしゅうよう)
jp	science	学術	899	~(がくじゅつ)
jp	scholarship	学術	898	~(がくじゅつ)
jp	academic	学術	897	~(がくじゅつ)
jp	pursuits	学術	897	~(がくじゅつ)
jp	academic-pursuits	学術	897	~(がくじゅつ)
jp	technical	学術用語	899	~(がくじゅつようご)
jp	term	学術用語	899	~(がくじゅつようご)
jp	technical-term	学術用語	899	~(がくじゅつようご)
jp	scholarship	学殖	899	~(がくしょく)
jp	knowledge	学殖	898	~(がくしょく)
jp	student	学生	899	~(がくせい)
jp	student	學生	899	~(がくせい)
jp	student	学生時代	899	~(がくせいじだい)
jp	days	学生時代	899	~(がくせいじだい)
jp	student-days	学生時代	899	~(がくせいじだい)
jp	student	学生証	899	~(がくせいしょう)
jp	card	学生証	899	~(がくせいしょう)
jp	student-card	学生証	899	~(がくせいしょう)
jp	student	学生寮	899	~(がくせいりょう)
jp	accommodation	学生寮	899	~(がくせいりょう)
jp	student-accommodation	学生寮	899	~(がくせいりょう)
jp	school	学籍	899	~(がくせき)
jp	register	学籍	899	~(がくせき)
jp	school-register	学籍	899	~(がくせき)
jp	theory	学説	899	~(がくせつ)
jp	learned	学僧	899	~(がくそう)
jp	priest	学僧	899	~(がくそう)
jp	pursuing	学僧	899	~(がくそう)
jp	his	学僧	899	~(がくそう)
jp	studies	学僧	899	~(がくそう)
jp	school	学則	899	~(がくそく)
jp	regulations	学則	899	~(がくそく)
jp	school-regulations	学則	899	~(がくそく)
jp	college	学卒	899	~(がくそつ)
jp	graduate	学卒	899	~(がくそつ)
jp	college-graduate	学卒	899	~(がくそつ)
jp	president	学長	899	~(がくちょう)
jp	principal	学長	898	~(がくちょう)
jp	student	学徒	899	~(がくと)
jp	students	学徒	898	~(がくと)
jp	pupils	学徒	898	~(がくと)
jp	students-and-pupils	学徒	898	~(がくと)
jp	schoolchild	学童	899	~(がくどう)
jp	after-school	学童	898	~(がくどう)
jp	childcare	学童	898	~(がくどう)
jp	after-school-childcare	学童	898	~(がくどう)
jp	within	学内	899	~(がくない)
jp	school	学内	899	~(がくない)
jp	within-the-school	学内	899	~(がくない)
jp	academic	学年	899	~(がくねん)
jp	year	学年	899	~(がくねん)
jp	academic-year	学年	899	~(がくねん)
jp	school	学年	898	~(がくねん)
jp	year-in-school	学年	898	~(がくねん)
jp	school	学派	899	~(がくは)
jp	alma	学閥	899	~(がくばつ)
jp	mater	学閥	899	~(がくばつ)
jp	clique	学閥	899	~(がくばつ)
jp	alma-mater-clique	学閥	899	~(がくばつ)
jp	tuition	学費	899	~(がくひ)
jp	educational	学府	899	~(がくふ)
jp	institution	学府	899	~(がくふ)
jp	educational-institution	学府	899	~(がくふ)
jp	academic	学府	898	~(がくふ)
jp	center	学府	898	~(がくふ)
jp	academic-center	学府	898	~(がくふ)
jp	faculty	学部	899	~(がくぶ)
jp	college	学部	898	~(がくぶ)
jp	undergraduate	学部生	899	~(がくぶせい)
jp	dean	学部長	899	~(がくぶちょう)
jp	school	学帽	899	~(がくぼう)
jp	cap	学帽	899	~(がくぼう)
jp	school-cap	学帽	899	~(がくぼう)
jp	scientific	学名	899	~(がくめい)
jp	name	学名	899	~(がくめい)
jp	scientific-name	学名	899	~(がくめい)
jp	latin	学名	898	~(がくめい)
jp	latin-name	学名	898	~(がくめい)
jp	academic	学名	897	~(がくめい)
jp	reputation	学名	897	~(がくめい)
jp	academic-reputation	学名	897	~(がくめい)
jp	study	学問	899	~(がくもん)
jp	study	学文	899	~(がくもん)
jp	study	学門	899	~(がくもん)
jp	learning	学問	898	~(がくもん)
jp	learning	学文	898	~(がくもん)
jp	learning	学門	898	~(がくもん)
jp	knowledge	学問	897	~(がくもん)
jp	knowledge	学文	897	~(がくもん)
jp	knowledge	学門	897	~(がくもん)
jp	discipline	学問	896	~(がくもん)
jp	discipline	学文	896	~(がくもん)
jp	discipline	学門	896	~(がくもん)
jp	science	学問	895	~(がくもん)
jp	science	学文	895	~(がくもん)
jp	science	学門	895	~(がくもん)
jp	scholarly	学問的	899	~(がくもんてき)
jp	school	学友	899	~(がくゆう)
jp	friend	学友	899	~(がくゆう)
jp	school-friend	学友	899	~(がくゆう)
jp	scholarly	学理	899	~(がくり)
jp	principle	学理	899	~(がくり)
jp	scholarly-principle	学理	899	~(がくり)
jp	student	学寮	899	~(がくりょう)
jp	hostel	学寮	899	~(がくりょう)
jp	student-hostel	学寮	899	~(がくりょう)
jp	dormitory	学寮	898	~(がくりょう)
jp	seminary	学寮	897	~(がくりょう)
jp	college	学寮	896	~(がくりょう)
jp	scholarly	学力	899	~(がくりょく)
jp	ability	学力	899	~(がくりょく)
jp	scholarly-ability	学力	899	~(がくりょく)
jp	knowledge	学力	898	~(がくりょく)
jp	school	学齢	899	~(がくれい)
jp	age	学齢	899	~(がくれい)
jp	school-age	学齢	899	~(がくれい)
jp	academic	学歴	899	~(がくれき)
jp	background	学歴	899	~(がくれき)
jp	academic-background	学歴	899	~(がくれき)
jp	record	学歴	898	~(がくれき)
jp	academic-record	学歴	898	~(がくれき)
jp	mountain	岳	899	~(たけ,だけ)
jp	mountain	嶽	899	~(たけ,だけ)
jp	peak	岳	897	~(たけ,だけ)
jp	peak	嶽	897	~(たけ,だけ)
jp	mountain-peak	岳	897	~(たけ,だけ)
jp	mountain-peak	嶽	897	~(たけ,だけ)
jp	father-in-law	岳父	899	~(がくふ)
jp	comfort	楽	899	~(らく)
jp	relief	楽	898	~(らく)
jp	relaxation	楽	897	~(らく)
jp	easy	楽	896	~(らく)
jp	without	楽	895	~(らく)
jp	trouble	楽	895	~(らく)
jp	without-trouble	楽	895	~(らく)
jp	comfortable	楽	894	~(らく)
jp	raku	楽	893	~(らく)
jp	pottery	楽	893	~(らく)
jp	raku-pottery	楽	893	~(らく)
jp	sukha	楽	892	~(らく)
jp	enjoyable	楽しい	899	~(たのしい)
jp	enjoyable	愉しい	899	~(たのしい)
jp	enjoyable	樂しい	899	~(たのしい)
jp	enjoyable	娯しい	899	~(たのしい)
jp	pleasant	楽しい	898	~(たのしい)
jp	pleasant	愉しい	898	~(たのしい)
jp	pleasant	樂しい	898	~(たのしい)
jp	pleasant	娯しい	898	~(たのしい)
jp	delightful	楽しい	897	~(たのしい)
jp	delightful	愉しい	897	~(たのしい)
jp	delightful	樂しい	897	~(たのしい)
jp	delightful	娯しい	897	~(たのしい)
jp	enjoyment	楽しみ	899	~(たのしみ)
jp	enjoyment	愉しみ	899	~(たのしみ)
jp	amusement	楽しみ	898	~(たのしみ)
jp	amusement	愉しみ	898	~(たのしみ)
jp	joy	楽しみ	897	~(たのしみ)
jp	joy	愉しみ	897	~(たのしみ)
jp	diversion	楽しみ	896	~(たのしみ)
jp	diversion	愉しみ	896	~(たのしみ)
jp	anticipation	楽しみ	895	~(たのしみ)
jp	anticipation	愉しみ	895	~(たのしみ)
jp	look	楽しみ	894	~(たのしみ)
jp	look	愉しみ	894	~(たのしみ)
jp	forward	楽しみ	894	~(たのしみ)
jp	forward	愉しみ	894	~(たのしみ)
jp	look	楽しみにする	899	~(たのしみにする)
jp	forward	楽しみにする	899	~(たのしみにする)
jp	to-look-forward-to	楽しみにする	899	~(たのしみにする)
jp	enjoy	楽しむ	899	~(たのしむ)
jp	enjoy	愉しむ	899	~(たのしむ)
jp	enjoy	楽む	899	~(たのしむ)
jp	to-enjoy	楽しむ	899	~(たのしむ)
jp	to-enjoy	愉しむ	899	~(たのしむ)
jp	to-enjoy	楽む	899	~(たのしむ)
jp	have	楽しむ	898	~(たのしむ)
jp	have	愉しむ	898	~(たのしむ)
jp	have	楽む	898	~(たのしむ)
jp	good	楽しむ	898	~(たのしむ)
jp	good	愉しむ	898	~(たのしむ)
jp	good	楽む	898	~(たのしむ)
jp	time	楽しむ	898	~(たのしむ)
jp	time	愉しむ	898	~(たのしむ)
jp	time	楽む	898	~(たのしむ)
jp	amuse	楽しむ	897	~(たのしむ)
jp	amuse	愉しむ	897	~(たのしむ)
jp	amuse	楽む	897	~(たのしむ)
jp	oneself	楽しむ	897	~(たのしむ)
jp	oneself	愉しむ	897	~(たのしむ)
jp	oneself	楽む	897	~(たのしむ)
jp	to-amuse-oneself	楽しむ	897	~(たのしむ)
jp	to-amuse-oneself	愉しむ	897	~(たのしむ)
jp	to-amuse-oneself	楽む	897	~(たのしむ)
jp	look	楽しむ	896	~(たのしむ)
jp	look	愉しむ	896	~(たのしむ)
jp	look	楽む	896	~(たのしむ)
jp	forward	楽しむ	896	~(たのしむ)
jp	forward	愉しむ	896	~(たのしむ)
jp	forward	楽む	896	~(たのしむ)
jp	to-look-forward-to	楽しむ	896	~(たのしむ)
jp	to-look-forward-to	愉しむ	896	~(たのしむ)
jp	to-look-forward-to	楽む	896	~(たのしむ)
jp	bandsman	楽員	899	~(がくいん)
jp	bandsman	樂員	899	~(がくいん)
jp	paradise	楽園	899	~(らくえん)
jp	paradise	樂園	899	~(らくえん)
jp	dressing	楽屋	899	~(がくや)
jp	room	楽屋	899	~(がくや)
jp	dressing-room	楽屋	899	~(がくや)
jp	backstage	楽屋	898	~(がくや)
jp	behind	楽屋	897	~(がくや)
jp	scenes	楽屋	897	~(がくや)
jp	behind-the-scenes	楽屋	897	~(がくや)
jp	inside	楽屋	896	~(がくや)
jp	affairs	楽屋	896	~(がくや)
jp	inside-affairs	楽屋	896	~(がくや)
jp	optimism	楽観	899	~(らっかん)
jp	optimistic	楽観的	899	~(らっかんてき)
jp	optimism	楽観論	899	~(らっかんろん)
jp	musical	楽器	899	~(がっき)
jp	instrument	楽器	899	~(がっき)
jp	musical-instrument	楽器	899	~(がっき)
jp	instrumentalist	楽器演奏者	899	~(がっきえんそうしゃ)
jp	musical	楽曲	899	~(がっきょく)
jp	composition	楽曲	899	~(がっきょく)
jp	musical-composition	楽曲	899	~(がっきょく)
jp	musical	楽劇	899	~(がくげき)
jp	play	楽劇	899	~(がくげき)
jp	musical-play	楽劇	899	~(がくげき)
jp	musician	楽士	899	~(がくし)
jp	easy	楽勝	899	~(らくしょう)
jp	victory	楽勝	899	~(らくしょう)
jp	easy-victory	楽勝	899	~(らくしょう)
jp	peasy	楽勝	898	~(らくしょう)
jp	easy-peasy	楽勝	898	~(らくしょう)
jp	cakewalk	楽勝	897	~(らくしょう)
jp	movement	楽章	899	~(がくしょう)
jp	theme	楽想	899	~(がくそう)
jp	melodic	楽想	898	~(がくそう)
jp	subject	楽想	898	~(がくそう)
jp	melodic-subject	楽想	898	~(がくそう)
jp	band	楽隊	899	~(がくたい)
jp	orchestra	楽団	899	~(がくだん)
jp	optimism	楽天	899	~(らくてん)
jp	optimist	楽天家	899	~(らくてんか)
jp	optimism	楽天主義	899	~(らくてんしゅぎ)
jp	optimist	楽天主義者	899	~(らくてんしゅぎしゃ)
jp	optimistic	楽天的	899	~(らくてんてき)
jp	score	楽譜	899	~(がくふ)
jp	frame	額	899	~(がく)
jp	amount	額	898	~(がく)
jp	forehead	額	899	~(ひたい)
jp	insufficient	額が少ない	899	~(がくがすくない)
jp	frame	額縁	899	~(がくぶち)
jp	frame	額ぶち	899	~(がくぶち)
jp	architrave	額縁	898	~(がくぶち)
jp	architrave	額ぶち	898	~(がくぶち)
jp	face	額面	899	~(がくめん)
jp	value	額面	899	~(がくめん)
jp	face-value	額面	899	~(がくめん)
jp	drop	額面割れ	899	~(がくめんわれ)
jp	below	額面割れ	899	~(がくめんわれ)
jp	par	額面割れ	899	~(がくめんわれ)
jp	drop-below-par	額面割れ	899	~(がくめんわれ)
jp	jaw	顎	899	~(あご,アゴ)
jp	jaw	頤	899	~(あご,アゴ)
jp	jaw	腭	899	~(あご,アゴ)
jp	jaw	腮	899	~(あご,アゴ)
jp	barb	顎	898	~(あご,アゴ)
jp	barb	頤	898	~(あご,アゴ)
jp	barb	腭	898	~(あご,アゴ)
jp	barb	腮	898	~(あご,アゴ)
jp	starting	掛かり	899	~(かかり,カカリ)
jp	starting	掛り	899	~(かかり,カカリ)
jp	starting	懸かり	899	~(かかり,カカリ)
jp	starting	懸り	899	~(かかり,カカリ)
jp	expenses	掛かり	898	~(かかり,カカリ)
jp	expenses	掛り	898	~(かかり,カカリ)
jp	expenses	懸かり	898	~(かかり,カカリ)
jp	expenses	懸り	898	~(かかり,カカリ)
jp	attack	掛かり	897	~(かかり,カカリ)
jp	attack	掛り	897	~(かかり,カカリ)
jp	attack	懸かり	897	~(かかり,カカリ)
jp	attack	懸り	897	~(かかり,カカリ)
jp	barb	掛かり	896	~(かかり,カカリ)
jp	barb	掛り	896	~(かかり,カカリ)
jp	barb	懸かり	896	~(かかり,カカリ)
jp	barb	懸り	896	~(かかり,カカリ)
jp	charge	掛かり	895	~(かかり,カカリ)
jp	charge	掛り	895	~(かかり,カカリ)
jp	charge	懸かり	895	~(かかり,カカリ)
jp	charge	懸り	895	~(かかり,カカリ)
jp	person	掛かり	894	~(かかり,カカリ)
jp	person	掛り	894	~(かかり,カカリ)
jp	person	懸かり	894	~(かかり,カカリ)
jp	person	懸り	894	~(かかり,カカリ)
jp	person-in-charge	掛かり	894	~(かかり,カカリ)
jp	person-in-charge	掛り	894	~(かかり,カカリ)
jp	person-in-charge	懸かり	894	~(かかり,カカリ)
jp	person-in-charge	懸り	894	~(かかり,カカリ)
jp	clerk	掛かり	893	~(かかり,カカリ)
jp	clerk	掛り	893	~(かかり,カカリ)
jp	clerk	懸かり	893	~(かかり,カカリ)
jp	clerk	懸り	893	~(かかり,カカリ)
jp	have	掛かり合う	899	~(かかりあう)
jp	have	係り合う	899	~(かかりあう)
jp	have	かかり合う	899	~(かかりあう)
jp	have	掛り合う	899	~(かかりあう)
jp	connection	掛かり合う	898	~(かかりあう)
jp	connection	係り合う	898	~(かかりあう)
jp	connection	かかり合う	898	~(かかりあう)
jp	connection	掛り合う	898	~(かかりあう)
jp	become	掛かり合う	897	~(かかりあう)
jp	become	係り合う	897	~(かかりあう)
jp	become	かかり合う	897	~(かかりあう)
jp	become	掛り合う	897	~(かかりあう)
jp	involved	掛かり合う	897	~(かかりあう)
jp	involved	係り合う	897	~(かかりあう)
jp	involved	かかり合う	897	~(かかりあう)
jp	involved	掛り合う	897	~(かかりあう)
jp	to-become-involved-in	掛かり合う	897	~(かかりあう)
jp	to-become-involved-in	係り合う	897	~(かかりあう)
jp	to-become-involved-in	かかり合う	897	~(かかりあう)
jp	to-become-involved-in	掛り合う	897	~(かかりあう)
jp	get	掛かり合う	896	~(かかりあう)
jp	get	係り合う	896	~(かかりあう)
jp	get	かかり合う	896	~(かかりあう)
jp	get	掛り合う	896	~(かかりあう)
jp	mixed	掛かり合う	896	~(かかりあう)
jp	mixed	係り合う	896	~(かかりあう)
jp	mixed	かかり合う	896	~(かかりあう)
jp	mixed	掛り合う	896	~(かかりあう)
jp	take	掛かる	899	~(かかる)
jp	take	掛る	899	~(かかる)
jp	take	懸かる	899	~(かかる)
jp	take	懸る	899	~(かかる)
jp	to-take	掛かる	899	~(かかる)
jp	to-take	掛る	899	~(かかる)
jp	to-take	懸かる	899	~(かかる)
jp	to-take	懸る	899	~(かかる)
jp	hang	掛かる	898	~(かかる)
jp	hang	掛る	898	~(かかる)
jp	hang	懸かる	898	~(かかる)
jp	hang	懸る	898	~(かかる)
jp	to-hang	掛かる	898	~(かかる)
jp	to-hang	掛る	898	~(かかる)
jp	to-hang	懸かる	898	~(かかる)
jp	to-hang	懸る	898	~(かかる)
jp	come	掛かる	897	~(かかる)
jp	come	掛る	897	~(かかる)
jp	come	懸かる	897	~(かかる)
jp	come	懸る	897	~(かかる)
jp	view	掛かる	897	~(かかる)
jp	view	掛る	897	~(かかる)
jp	view	懸かる	897	~(かかる)
jp	view	懸る	897	~(かかる)
jp	to-come-into-view	掛かる	897	~(かかる)
jp	to-come-into-view	掛る	897	~(かかる)
jp	to-come-into-view	懸かる	897	~(かかる)
jp	to-come-into-view	懸る	897	~(かかる)
jp	under	掛かる	896	~(かかる)
jp	under	掛る	896	~(かかる)
jp	under	懸かる	896	~(かかる)
jp	under	懸る	896	~(かかる)
jp	to-come-under	掛かる	896	~(かかる)
jp	to-come-under	掛る	896	~(かかる)
jp	to-come-under	懸かる	896	~(かかる)
jp	to-come-under	懸る	896	~(かかる)
jp	start	掛かる	895	~(かかる)
jp	start	掛る	895	~(かかる)
jp	start	懸かる	895	~(かかる)
jp	start	懸る	895	~(かかる)
jp	to-start	掛かる	895	~(かかる)
jp	to-start	掛る	895	~(かかる)
jp	to-start	懸かる	895	~(かかる)
jp	to-start	懸る	895	~(かかる)
jp	attend	掛かる	894	~(かかる)
jp	attend	掛る	894	~(かかる)
jp	attend	懸かる	894	~(かかる)
jp	attend	懸る	894	~(かかる)
jp	to-attend	掛かる	894	~(かかる)
jp	to-attend	掛る	894	~(かかる)
jp	to-attend	懸かる	894	~(かかる)
jp	to-attend	懸る	894	~(かかる)
jp	handle	掛かる	893	~(かかる)
jp	handle	掛る	893	~(かかる)
jp	handle	懸かる	893	~(かかる)
jp	handle	懸る	893	~(かかる)
jp	to-handle	掛かる	893	~(かかる)
jp	to-handle	掛る	893	~(かかる)
jp	to-handle	懸かる	893	~(かかる)
jp	to-handle	懸る	893	~(かかる)
jp	have	掛かる	892	~(かかる)
jp	have	掛る	892	~(かかる)
jp	have	懸かる	892	~(かかる)
jp	have	懸る	892	~(かかる)
jp	started	掛かる	892	~(かかる)
jp	started	掛る	892	~(かかる)
jp	started	懸かる	892	~(かかる)
jp	started	懸る	892	~(かかる)
jp	to-have-started-to	掛かる	892	~(かかる)
jp	to-have-started-to	掛る	892	~(かかる)
jp	to-have-started-to	懸かる	892	~(かかる)
jp	to-have-started-to	懸る	892	~(かかる)
jp	overlap	掛かる	891	~(かかる)
jp	overlap	掛る	891	~(かかる)
jp	overlap	懸かる	891	~(かかる)
jp	overlap	懸る	891	~(かかる)
jp	to-overlap	掛かる	891	~(かかる)
jp	to-overlap	掛る	891	~(かかる)
jp	to-overlap	懸かる	891	~(かかる)
jp	to-overlap	懸る	891	~(かかる)
jp	to-at	掛かる	890	~(かかる)
jp	to-at	掛る	890	~(かかる)
jp	to-at	懸かる	890	~(かかる)
jp	to-at	懸る	890	~(かかる)
jp	fastened	掛かる	889	~(かかる)
jp	fastened	掛る	889	~(かかる)
jp	fastened	懸かる	889	~(かかる)
jp	fastened	懸る	889	~(かかる)
jp	to-be-fastened	掛かる	889	~(かかる)
jp	to-be-fastened	掛る	889	~(かかる)
jp	to-be-fastened	懸かる	889	~(かかる)
jp	to-be-fastened	懸る	889	~(かかる)
jp	covered	掛かる	888	~(かかる)
jp	covered	掛る	888	~(かかる)
jp	covered	懸かる	888	~(かかる)
jp	covered	懸る	888	~(かかる)
jp	to-be-covered	掛かる	888	~(かかる)
jp	to-be-covered	掛る	888	~(かかる)
jp	to-be-covered	懸かる	888	~(かかる)
jp	to-be-covered	懸る	888	~(かかる)
jp	caught	掛かる	887	~(かかる)
jp	caught	掛る	887	~(かかる)
jp	caught	懸かる	887	~(かかる)
jp	caught	懸る	887	~(かかる)
jp	to-be-caught-in	掛かる	887	~(かかる)
jp	to-be-caught-in	掛る	887	~(かかる)
jp	to-be-caught-in	懸かる	887	~(かかる)
jp	to-be-caught-in	懸る	887	~(かかる)
jp	get	掛かる	886	~(かかる)
jp	get	掛る	886	~(かかる)
jp	get	懸かる	886	~(かかる)
jp	get	懸る	886	~(かかる)
jp	call	掛かる	886	~(かかる)
jp	call	掛る	886	~(かかる)
jp	call	懸かる	886	~(かかる)
jp	call	懸る	886	~(かかる)
jp	to-get-a-call	掛かる	886	~(かかる)
jp	to-get-a-call	掛る	886	~(かかる)
jp	to-get-a-call	懸かる	886	~(かかる)
jp	to-get-a-call	懸る	886	~(かかる)
jp	depend	掛かる	885	~(かかる)
jp	depend	掛る	885	~(かかる)
jp	depend	懸かる	885	~(かかる)
jp	depend	懸る	885	~(かかる)
jp	to-depend-on	掛かる	885	~(かかる)
jp	to-depend-on	掛る	885	~(かかる)
jp	to-depend-on	懸かる	885	~(かかる)
jp	to-depend-on	懸る	885	~(かかる)
jp	begin	掛かる	884	~(かかる)
jp	begin	掛る	884	~(かかる)
jp	begin	懸かる	884	~(かかる)
jp	begin	懸る	884	~(かかる)
jp	to-begin	掛かる	884	~(かかる)
jp	to-begin	掛る	884	~(かかる)
jp	to-begin	懸かる	884	~(かかる)
jp	to-begin	懸る	884	~(かかる)
jp	down	掛かる	883	~(かかる)
jp	down	掛る	883	~(かかる)
jp	down	懸かる	883	~(かかる)
jp	down	懸る	883	~(かかる)
jp	to-get-down-to	掛かる	883	~(かかる)
jp	to-get-down-to	掛る	883	~(かかる)
jp	to-get-down-to	懸かる	883	~(かかる)
jp	to-get-down-to	懸る	883	~(かかる)
jp	credit	掛け	899	~(かけ)
jp	credit	懸け	899	~(かけ)
jp	credit	掛	899	~(かけ)
jp	credit	懸	899	~(かけ)
jp	money	掛け	898	~(かけ)
jp	money	懸け	898	~(かけ)
jp	money	掛	898	~(かけ)
jp	money	懸	898	~(かけ)
jp	owed	掛け	898	~(かけ)
jp	owed	懸け	898	~(かけ)
jp	owed	掛	898	~(かけ)
jp	owed	懸	898	~(かけ)
jp	account	掛け	898	~(かけ)
jp	account	懸け	898	~(かけ)
jp	account	掛	898	~(かけ)
jp	account	懸	898	~(かけ)
jp	hanger	掛け	897	~(かけ)
jp	hanger	懸け	897	~(かけ)
jp	hanger	掛	897	~(かけ)
jp	hanger	懸	897	~(かけ)
jp	rest	掛け	896	~(かけ)
jp	rest	懸け	896	~(かけ)
jp	rest	掛	896	~(かけ)
jp	rest	懸	896	~(かけ)
jp	peg	掛け	895	~(かけ)
jp	peg	懸け	895	~(かけ)
jp	peg	掛	895	~(かけ)
jp	peg	懸	895	~(かけ)
jp	stand	掛け	894	~(かけ)
jp	stand	懸け	894	~(かけ)
jp	stand	掛	894	~(かけ)
jp	stand	懸	894	~(かけ)
jp	process	掛け	893	~(かけ)
jp	process	懸け	893	~(かけ)
jp	process	掛	893	~(かけ)
jp	process	懸	893	~(かけ)
jp	in-the-process-of	掛け	893	~(かけ)
jp	in-the-process-of	懸け	893	~(かけ)
jp	in-the-process-of	掛	893	~(かけ)
jp	in-the-process-of	懸	893	~(かけ)
jp	half	掛け	892	~(かけ)
jp	half	懸け	892	~(かけ)
jp	half	掛	892	~(かけ)
jp	half	懸	892	~(かけ)
jp	verge	掛け	891	~(かけ)
jp	verge	懸け	891	~(かけ)
jp	verge	掛	891	~(かけ)
jp	verge	懸	891	~(かけ)
jp	on-the-verge-of	掛け	891	~(かけ)
jp	on-the-verge-of	懸け	891	~(かけ)
jp	on-the-verge-of	掛	891	~(かけ)
jp	on-the-verge-of	懸	891	~(かけ)
jp	hot	掛け	890	~(かけ)
jp	hot	懸け	890	~(かけ)
jp	hot	掛	890	~(かけ)
jp	hot	懸	890	~(かけ)
jp	noodles	掛け	890	~(かけ)
jp	noodles	懸け	890	~(かけ)
jp	noodles	掛	890	~(かけ)
jp	noodles	懸	890	~(かけ)
jp	broth	掛け	890	~(かけ)
jp	broth	懸け	890	~(かけ)
jp	broth	掛	890	~(かけ)
jp	broth	懸	890	~(かけ)
jp	hot-noodles-in-broth	掛け	890	~(かけ)
jp	hot-noodles-in-broth	懸け	890	~(かけ)
jp	hot-noodles-in-broth	掛	890	~(かけ)
